,Layout,Wing,Span,dV,AoA,Cx,Cy,Cz,dCx,dCy,dMz
135,1,0,0.25,2,8.0,0.036236000000000004,0.78545,-0.13634000000000002,0.0009849999999999928,0.015210000000000057,0.04180700000000001
136,1,0,0.25,2,7.0,0.029883999999999997,0.70505,-0.10736,0.0008670000000000032,0.015190000000000037,0.041644
137,1,0,0.25,2,6.0,0.024399,0.62415,-0.079748,0.0007479999999999987,0.015160000000000062,0.041449
138,1,0,0.25,2,5.5,0.021984,0.58354,-0.066467,0.0006889999999999986,0.015149999999999997,0.041342
139,1,0,0.25,2,5.0,0.019788999999999998,0.54284,-0.05354,0.0006300000000000021,0.015129999999999977,0.041227
140,1,0,0.25,2,4.5,0.017816,0.50205,-0.040972,0.0005700000000000045,0.015110000000000068,0.04110614
141,1,0,0.25,2,4.0,0.016064,0.46119,-0.028765,0.000512000000000002,0.015090000000000048,0.040977
142,1,0,0.25,2,3.5,0.014534,0.42027,-0.016923,0.00045399999999999954,0.015069999999999972,0.040842
143,1,0,0.25,2,3.0,0.013228,0.3793,-0.0054499,0.0003949999999999995,0.015039999999999998,0.0406999
144,1,0,0.25,2,2.5,0.012145,0.33829000000000004,0.0056524999999999995,0.0003370000000000005,0.014999999999999958,0.040550499999999996
145,1,0,0.25,2,2.0,0.011286,0.29724,0.016381,0.00027900000000000147,0.014979999999999993,0.040395
146,1,0,0.25,2,1.5,0.010651,0.25618,0.026733,0.00022099999999999898,0.014939999999999953,0.040232
147,1,0,0.25,2,1.0,0.010239,0.2151,0.036706,0.00016299999999999995,0.014909999999999979,0.040061999999999987
148,1,0,0.25,2,0.5,0.010051000000000001,0.17402,0.046297000000000005,0.00010599999999999846,0.014869999999999994,0.03988699999999999
149,1,0,0.25,2,0.0,0.010087,0.13295,0.055505,4.799999999999943e-05,0.014829999999999982,0.039704
150,1,0,0.25,2,-0.5,0.010345,0.091905,0.064328,-9.000000000000327e-06,0.014785000000000006,0.03951200000000002
151,1,0,0.25,2,-1.0,0.010826,0.050887,0.072763,-6.600000000000182e-05,0.014746000000000009,0.039317000000000005
152,1,0,0.25,2,-2.0,0.012452,-0.031014,0.088465,-0.0001789999999999986,0.014651999999999998,0.03891499999999999
153,1,0,0.25,2,-4.0,0.018333000000000002,-0.194,0.11515999999999998,-0.00040200000000000305,0.014450000000000018,0.03802
154,1,0,0.25,4,12.0,0.06853200000000001,1.083,-0.31356,0.0029589999999999894,0.03279999999999994,0.09050000000000002
155,1,0,0.25,4,10.0,0.05028,0.92722,-0.24550999999999998,0.0024300000000000016,0.03246999999999989,0.08928999999999998
156,1,0,0.25,4,9.0,0.042376,0.8482200000000001,-0.21331,0.0021699999999999983,0.03228999999999993,0.08860000000000001
157,1,0,0.25,4,8.0,0.03531,0.76858,-0.18238,0.001910999999999996,0.03208,0.08784699999999998
158,1,0,0.25,4,7.0,0.029095,0.68838,-0.15274000000000001,0.0016560000000000012,0.03186,0.08702400000000002
159,1,0,0.25,4,6.0,0.023744,0.60769,-0.12445999999999999,0.001402999999999998,0.03162000000000009,0.08616099999999999
160,1,0,0.25,4,5.5,0.021394999999999997,0.5672,-0.11082,0.0012780000000000014,0.03148999999999991,0.085695
161,1,0,0.25,4,5.0,0.019266,0.52661,-0.097541,0.0011530000000000012,0.031359999999999943,0.085228
162,1,0,0.25,4,4.5,0.017357,0.48594,-0.084609,0.0010290000000000021,0.03122000000000008,0.08474314000000001
163,1,0,0.25,4,4.0,0.015669,0.4452,-0.072032,0.0009070000000000016,0.031080000000000052,0.084244
164,1,0,0.25,4,3.5,0.014203,0.4044,-0.059813,0.0007849999999999992,0.030939999999999968,0.083732
165,1,0,0.25,4,3.0,0.012959,0.36355,-0.047956,0.0006639999999999997,0.03079000000000004,0.083206
166,1,0,0.25,4,2.5,0.011937999999999999,0.32266999999999996,-0.036463,0.0005440000000000011,0.030620000000000036,0.08266599999999999
167,1,0,0.25,4,2.0,0.01114,0.28175,-0.025338999999999997,0.00042500000000000003,0.030469999999999997,0.082115
168,1,0,0.25,4,1.5,0.010565,0.24081,-0.014584,0.000307,0.030309999999999976,0.081549
169,1,0,0.25,4,1.0,0.010213,0.19987,-0.0042032,0.00018899999999999993,0.03014,0.0809712
170,1,0,0.25,4,0.5,0.010084000000000001,0.15893,0.005802300000000001,7.299999999999841e-05,0.029960000000000014,0.0803817
171,1,0,0.25,4,0.0,0.010177,0.11799000000000001,0.015430000000000001,-4.200000000000037e-05,0.029789999999999983,0.079779
172,1,0,0.25,4,-0.5,0.010492,0.077086,0.024678,-0.0001559999999999999,0.029604000000000005,0.07916200000000001
173,1,0,0.25,4,-1.0,0.01103,0.03621,0.033543,-0.00027000000000000114,0.02942300000000001,0.078537
174,1,0,0.25,4,-2.0,0.012766,-0.045402,0.050122,-0.0004929999999999986,0.029039999999999996,0.077258
175,1,0,0.25,4,-4.0,0.018855,-0.20778000000000002,0.078625,-0.0009240000000000012,0.028230000000000033,0.07455499999999998
