Layout, Wing, Span, dV, AOA, Cx, Cy, Mz
3, 0, 0.50, 4,   2.0 ,    0.10474E-01,  0.25242    , -0.89030E-01
3, 0, 0.50, 4,   1.5 ,    0.10018E-01,  0.21176    , -0.78795E-01
3, 0, 0.50, 4,   1.  ,    0.97826E-02,  0.17110    , -0.68948E-01
3, 0, 0.50, 4,   0.5 ,    0.97685E-02,  0.13045    , -0.59490E-01
3, 0, 0.50, 4,   0.0 ,    0.99751E-02,  0.89821E-01, -0.50424E-01
3, 0, 0.50, 4,  -0.5 ,    0.10402E-01,  0.49219E-01, -0.41753E-01
3, 0, 0.50, 4,   -1. ,    0.11048E-01,  0.86553E-02, -0.33477E-01
3, 0, 0.50, 4,  -2.0 ,    0.12996E-01, -0.72314E-01, -0.18118E-01
3, 0, 0.50, 4,  -4.0 ,    0.19480E-01, -0.23334    ,  0.77900E-02
3, 0, 0.50, 6,  12.  ,    0.62881E-01,   1.0209    , -0.44922    
3, 0, 0.50, 6,  10.  ,    0.45603E-01,  0.86585    , -0.38155    
3, 0, 0.50, 6,   9.  ,    0.38188E-01,  0.78731    , -0.34954    
3, 0, 0.50, 6,   8.  ,    0.31611E-01,  0.70818    , -0.31880    
3, 0, 0.50, 6,   7.  ,    0.25884E-01,  0.62855    , -0.28937    
3, 0, 0.50, 6,   6.  ,    0.21018E-01,  0.54849    , -0.26129    
3, 0, 0.50, 6,   5.5 ,    0.18911E-01,  0.50833    , -0.24776    
3, 0, 0.50, 6,   5.  ,    0.17022E-01,  0.46808    , -0.23458    
3, 0, 0.50, 6,   4.5 ,    0.15352E-01,  0.42778    , -0.22175    
3, 0, 0.50, 6,   4.  ,    0.13902E-01,  0.38741    , -0.20928    
3, 0, 0.50, 6,   3.5 ,    0.12672E-01,  0.34700    , -0.19717    
3, 0, 0.50, 6,   3.  ,    0.11662E-01,  0.30656    , -0.18542    
3, 0, 0.50, 6,   2.5 ,    0.10874E-01,  0.26608    , -0.17404    
3, 0, 0.50, 6,   2.0 ,    0.10306E-01,  0.22559    , -0.16302    
3, 0, 0.50, 6,   1.5 ,    0.99584E-02,  0.18510    , -0.15238    
3, 0, 0.50, 6,   1.  ,    0.98318E-02,  0.14461    , -0.14211    
3, 0, 0.50, 6,   0.5 ,    0.99255E-02,  0.10413    , -0.13222    
3, 0, 0.50, 6,   0.0 ,    0.10239E-01,  0.63679E-01, -0.12270    
3, 0, 0.50, 6,  -0.5 ,    0.10771E-01,  0.23262E-01, -0.11357    
3, 0, 0.50, 6,   -1. ,    0.11522E-01, -0.17109E-01, -0.10482    
3, 0, 0.50, 6,  -2.0 ,    0.13676E-01, -0.97677E-01, -0.88475E-01
3, 0, 0.50, 6,  -4.0 ,    0.20554E-01, -0.25783    , -0.60448E-01
3, 0, 0.50, 8,  12.  ,    0.60679E-01,  0.99243    , -0.52780    
3, 0, 0.50, 8,  10.  ,    0.43846E-01,  0.83764    , -0.45941    
3, 0, 0.50, 8,   9.  ,    0.36658E-01,  0.75926    , -0.42694    
3, 0, 0.50, 8,   8.  ,    0.30309E-01,  0.68033    , -0.39569    
3, 0, 0.50, 8,   7.  ,    0.24811E-01,  0.60091    , -0.36569    
3, 0, 0.50, 8,   6.  ,    0.20174E-01,  0.52110    , -0.33697    
3, 0, 0.50, 8,   5.5 ,    0.18181E-01,  0.48107    , -0.32310    
3, 0, 0.50, 8,   5.  ,    0.16405E-01,  0.44097    , -0.30957    
3, 0, 0.50, 8,   4.5 ,    0.14849E-01,  0.40081    , -0.29637    
3, 0, 0.50, 8,   4.  ,    0.13512E-01,  0.36060    , -0.28352    
3, 0, 0.50, 8,   3.5 ,    0.12394E-01,  0.32035    , -0.27101    
3, 0, 0.50, 8,   3.  ,    0.11496E-01,  0.28007    , -0.25885    
3, 0, 0.50, 8,   2.5 ,    0.10819E-01,  0.23977    , -0.24705    
3, 0, 0.50, 8,   2.0 ,    0.10361E-01,  0.19946    , -0.23560    
3, 0, 0.50, 8,   1.5 ,    0.10123E-01,  0.15915    , -0.22450    
3, 0, 0.50, 8,   1.  ,    0.10105E-01,  0.11885    , -0.21377    
3, 0, 0.50, 8,   0.5 ,    0.10305E-01,  0.78578E-01, -0.20340    
3, 0, 0.50, 8,   0.0 ,    0.10724E-01,  0.38332E-01, -0.19339    
3, 0, 0.50, 8,  -0.5 ,    0.11362E-01, -0.18722E-02, -0.18376    
3, 0, 0.50, 8,   -1. ,    0.12216E-01, -0.42026E-01, -0.17449    
3, 0, 0.50, 8,  -2.0 ,    0.14570E-01, -0.12214    , -0.15708    
3, 0, 0.50, 8,  -4.0 ,    0.21830E-01, -0.28131    , -0.12678    
3, 0, 0.50, 10,  12.  ,    0.58696E-01,  0.96470    , -0.60483    
3, 0, 0.50, 10,  10.  ,    0.42319E-01,  0.81021    , -0.53567    
3, 0, 0.50, 10,   9.  ,    0.35362E-01,  0.73202    , -0.50274    
3, 0, 0.50, 10,   8.  ,    0.29243E-01,  0.65330    , -0.47095    
3, 0, 0.50, 10,   7.  ,    0.23975E-01,  0.57413    , -0.44035    
3, 0, 0.50, 10,   6.  ,    0.19567E-01,  0.49458    , -0.41099    
3, 0, 0.50, 10,   5.5 ,    0.17688E-01,  0.45469    , -0.39677    
3, 0, 0.50, 10,   5.  ,    0.16026E-01,  0.41474    , -0.38288    
3, 0, 0.50, 10,   4.5 ,    0.14582E-01,  0.37474    , -0.36931    
3, 0, 0.50, 10,   4.  ,    0.13357E-01,  0.33469    , -0.35607    
3, 0, 0.50, 10,   3.5 ,    0.12351E-01,  0.29461    , -0.34317    
3, 0, 0.50, 10,   3.  ,    0.11564E-01,  0.25450    , -0.33059    
3, 0, 0.50, 10,   2.5 ,    0.10995E-01,  0.21438    , -0.31836    
3, 0, 0.50, 10,   2.0 ,    0.10646E-01,  0.17426    , -0.30646    
3, 0, 0.50, 10,   1.5 ,    0.10515E-01,  0.13415    , -0.29492    
3, 0, 0.50, 10,   1.  ,    0.10603E-01,  0.94047E-01, -0.28372    
3, 0, 0.50, 10,   0.5 ,    0.10908E-01,  0.53976E-01, -0.27287    
3, 0, 0.50, 10,   0.0 ,    0.11431E-01,  0.13941E-01, -0.26237    
3, 0, 0.50, 10,  -0.5 ,    0.12169E-01, -0.26046E-01, -0.25223    
3, 0, 0.50, 10,   -1. ,    0.13123E-01, -0.65977E-01, -0.24245    
3, 0, 0.50, 10,  -2.0 ,    0.15673E-01, -0.14563    , -0.22397    
3, 0, 0.50, 10,  -4.0 ,    0.23299E-01, -0.30380    , -0.19139    
3, 0, 0.75, -10,  12.  ,    0.88116E-01,   1.2401    ,  0.18194    
3, 0, 0.75, -10,  10.  ,    0.68367E-01,   1.0926    ,  0.25751    
3, 0, 0.75, -10,   9.  ,    0.59568E-01,   1.0175    ,  0.29276    
3, 0, 0.75, -10,   8.  ,    0.51513E-01,  0.94173    ,  0.32625    
3, 0, 0.75, -10,   7.  ,    0.44218E-01,  0.86521    ,  0.35794    
3, 0, 0.75, -10,   6.  ,    0.37700E-01,  0.78806    ,  0.38779    
3, 0, 0.75, -10,   5.5 ,    0.34737E-01,  0.74927    ,  0.40201    
3, 0, 0.75, -10,   5.  ,    0.31974E-01,  0.71034    ,  0.41576    
3, 0, 0.75, -10,   4.5 ,    0.29412E-01,  0.67130    ,  0.42903    
3, 0, 0.75, -10,   4.  ,    0.27052E-01,  0.63214    ,  0.44182    
3, 0, 0.75, -10,   3.5 ,    0.24897E-01,  0.59287    ,  0.45412    
3, 0, 0.75, -10,   3.  ,    0.22946E-01,  0.55351    ,  0.46594    
3, 0, 0.75, -10,   2.5 ,    0.21201E-01,  0.51406    ,  0.47726    
3, 0, 0.75, -10,   2.0 ,    0.19663E-01,  0.47454    ,  0.48809    
3, 0, 0.75, -10,   1.5 ,    0.18334E-01,  0.43494    ,  0.49843    
3, 0, 0.75, -10,   1.  ,    0.17213E-01,  0.39529    ,  0.50826    
3, 0, 0.75, -10,   0.5 ,    0.16301E-01,  0.35559    ,  0.51759    
3, 0, 0.75, -10,   0.0 ,    0.15598E-01,  0.31585    ,  0.52641    
3, 0, 0.75, -10,  -0.5 ,    0.15106E-01,  0.27608    ,  0.53473    
3, 0, 0.75, -10,   -1. ,    0.14825E-01,  0.23629    ,  0.54255    
3, 0, 0.75, -10,  -2.0 ,    0.14893E-01,  0.15669    ,  0.55664    
3, 0, 0.75, -10,  -4.0 ,    0.17549E-01, -0.23293E-02,  0.57869    
3, 0, 0.75, -8,  12.  ,    0.84173E-01,   1.2139    ,  0.10513    
3, 0, 0.75, -8,  10.  ,    0.64676E-01,   1.0651    ,  0.17909    
3, 0, 0.75, -8,   9.  ,    0.56025E-01,  0.98938    ,  0.21362    
3, 0, 0.75, -8,   8.  ,    0.48132E-01,  0.91296    ,  0.24644    
3, 0, 0.75, -8,   7.  ,    0.41013E-01,  0.83585    ,  0.27753    
3, 0, 0.75, -8,   6.  ,    0.34686E-01,  0.75813    ,  0.30684    
3, 0, 0.75, -8,   5.5 ,    0.31823E-01,  0.71906    ,  0.32081    
3, 0, 0.75, -8,   5.  ,    0.29163E-01,  0.67987    ,  0.33433    
3, 0, 0.75, -8,   4.5 ,    0.26707E-01,  0.64056    ,  0.34738    
3, 0, 0.75, -8,   4.  ,    0.24456E-01,  0.60114    ,  0.35997    
3, 0, 0.75, -8,   3.5 ,    0.22412E-01,  0.56162    ,  0.37209    
3, 0, 0.75, -8,   3.  ,    0.20576E-01,  0.52201    ,  0.38374    
3, 0, 0.75, -8,   2.5 ,    0.18949E-01,  0.48233    ,  0.39491    
3, 0, 0.75, -8,   2.0 ,    0.17532E-01,  0.44257    ,  0.40560    
3, 0, 0.75, -8,   1.5 ,    0.16325E-01,  0.40275    ,  0.41582    
3, 0, 0.75, -8,   1.  ,    0.15329E-01,  0.36288    ,  0.42554    
3, 0, 0.75, -8,   0.5 ,    0.14545E-01,  0.32297    ,  0.43479    
3, 0, 0.75, -8,   0.0 ,    0.13973E-01,  0.28302    ,  0.44354    
3, 0, 0.75, -8,  -0.5 ,    0.13613E-01,  0.24305    ,  0.45180    
3, 0, 0.75, -8,   -1. ,    0.13466E-01,  0.20307    ,  0.45958    
3, 0, 0.75, -8,  -2.0 ,    0.13808E-01,  0.12311    ,  0.47364    
3, 0, 0.75, -8,  -4.0 ,    0.17035E-01, -0.36539E-01,  0.49582    
3, 0, 0.75, -6,  12.  ,    0.80489E-01,   1.1877    ,  0.26896E-01
3, 0, 0.75, -6,  10.  ,    0.61217E-01,   1.0374    ,  0.99202E-01
3, 0, 0.75, -6,   9.  ,    0.52705E-01,  0.96103    ,  0.13299    
3, 0, 0.75, -6,   8.  ,    0.44968E-01,  0.88392    ,  0.16513    
3, 0, 0.75, -6,   7.  ,    0.38023E-01,  0.80616    ,  0.19560    
3, 0, 0.75, -6,   6.  ,    0.31884E-01,  0.72780    ,  0.22435    
3, 0, 0.75, -6,   5.5 ,    0.29121E-01,  0.68842    ,  0.23807    
3, 0, 0.75, -6,   5.  ,    0.26565E-01,  0.64893    ,  0.25135    
3, 0, 0.75, -6,   4.5 ,    0.24216E-01,  0.60932    ,  0.26418    
3, 0, 0.75, -6,   4.  ,    0.22076E-01,  0.56962    ,  0.27656    
3, 0, 0.75, -6,   3.5 ,    0.20147E-01,  0.52982    ,  0.28849    
3, 0, 0.75, -6,   3.  ,    0.18428E-01,  0.48994    ,  0.29996    
3, 0, 0.75, -6,   2.5 ,    0.16922E-01,  0.44999    ,  0.31097    
3, 0, 0.75, -6,   2.0 ,    0.15628E-01,  0.40998    ,  0.32152    
3, 0, 0.75, -6,   1.5 ,    0.14547E-01,  0.36991    ,  0.33161    
3, 0, 0.75, -6,   1.  ,    0.13681E-01,  0.32980    ,  0.34123    
3, 0, 0.75, -6,   0.5 ,    0.13029E-01,  0.28965    ,  0.35038    
3, 0, 0.75, -6,   0.0 ,    0.12591E-01,  0.24949    ,  0.35906    
3, 0, 0.75, -6,  -0.5 ,    0.12369E-01,  0.20930    ,  0.36726    
3, 0, 0.75, -6,   -1. ,    0.12360E-01,  0.16912    ,  0.37499    
3, 0, 0.75, -6,  -2.0 ,    0.12988E-01,  0.88768E-01,  0.38902    
3, 0, 0.75, -6,  -4.0 ,    0.16805E-01, -0.71547E-01,  0.41134    
3, 0, 0.75, -4,  12.  ,    0.77102E-01,   1.1619    , -0.52425E-01
3, 0, 0.75, -4,  10.  ,    0.58020E-01,   1.0099    ,  0.18143E-01
3, 0, 0.75, -4,   9.  ,    0.49635E-01,  0.93274    ,  0.51148E-01
3, 0, 0.75, -4,   8.  ,    0.42045E-01,  0.85484    ,  0.82577E-01
3, 0, 0.75, -4,   7.  ,    0.35265E-01,  0.77631    ,  0.11239    
3, 0, 0.75, -4,   6.  ,    0.29312E-01,  0.69723    ,  0.14055    
3, 0, 0.75, -4,   5.5 ,    0.26648E-01,  0.65750    ,  0.15400    
3, 0, 0.75, -4,   5.  ,    0.24195E-01,  0.61766    ,  0.16702    
3, 0, 0.75, -4,   4.5 ,    0.21954E-01,  0.57771    ,  0.17961    
3, 0, 0.75, -4,   4.  ,    0.19927E-01,  0.53768    ,  0.19177    
3, 0, 0.75, -4,   3.5 ,    0.18113E-01,  0.49756    ,  0.20350    
3, 0, 0.75, -4,   3.  ,    0.16514E-01,  0.45737    ,  0.21478    
3, 0, 0.75, -4,   2.5 ,    0.15131E-01,  0.41712    ,  0.22562    
3, 0, 0.75, -4,   2.0 ,    0.13964E-01,  0.37681    ,  0.23602    
3, 0, 0.75, -4,   1.5 ,    0.13014E-01,  0.33647    ,  0.24597    
3, 0, 0.75, -4,   1.  ,    0.12281E-01,  0.29608    ,  0.25546    
3, 0, 0.75, -4,   0.5 ,    0.11765E-01,  0.25568    ,  0.26451    
3, 0, 0.75, -4,   0.0 ,    0.11467E-01,  0.21526    ,  0.27310    
3, 0, 0.75, -4,  -0.5 ,    0.11385E-01,  0.17484    ,  0.28124    
3, 0, 0.75, -4,   -1. ,    0.11522E-01,  0.13442    ,  0.28891    
3, 0, 0.75, -4,  -2.0 ,    0.12444E-01,  0.53650E-01,  0.30289    
3, 0, 0.75, -4,  -4.0 ,    0.16871E-01, -0.10737    ,  0.32530    
3, 0, 0.75, -2,  12.  ,    0.73916E-01,   1.1359    , -0.13287    
3, 0, 0.75, -2,  10.  ,    0.55017E-01,  0.98210    , -0.64112E-01
3, 0, 0.75, -2,   9.  ,    0.46759E-01,  0.90401    , -0.31916E-01
3, 0, 0.75, -2,   8.  ,    0.39318E-01,  0.82525    , -0.12338E-02
3, 0, 0.75, -2,   7.  ,    0.32711E-01,  0.74589    ,  0.27896E-01
3, 0, 0.75, -2,   6.  ,    0.26949E-01,  0.66601    ,  0.55437E-01
3, 0, 0.75, -2,   5.5 ,    0.24389E-01,  0.62589    ,  0.68602E-01
3, 0, 0.75, -2,   5.  ,    0.22044E-01,  0.58568    ,  0.81358E-01
3, 0, 0.75, -2,   4.5 ,    0.19916E-01,  0.54537    ,  0.93701E-01
3, 0, 0.75, -2,   4.  ,    0.18005E-01,  0.50498    ,  0.10563    
3, 0, 0.75, -2,   3.5 ,    0.16313E-01,  0.46453    ,  0.11713    
3, 0, 0.75, -2,   3.  ,    0.14839E-01,  0.42400    ,  0.12822    
3, 0, 0.75, -2,   2.5 ,    0.13585E-01,  0.38343    ,  0.13888    
3, 0, 0.75, -2,   2.0 ,    0.12551E-01,  0.34282    ,  0.14911    
3, 0, 0.75, -2,   1.5 ,    0.11736E-01,  0.30218    ,  0.15891    
3, 0, 0.75, -2,   1.  ,    0.11142E-01,  0.26151    ,  0.16828    
3, 0, 0.75, -2,   0.5 ,    0.10768E-01,  0.22083    ,  0.17721    
3, 0, 0.75, -2,   0.0 ,    0.10614E-01,  0.18016    ,  0.18570    
3, 0, 0.75, -2,  -0.5 ,    0.10680E-01,  0.13949    ,  0.19376    
3, 0, 0.75, -2,   -1. ,    0.10965E-01,  0.98844E-01,  0.20138    
3, 0, 0.75, -2,  -2.0 ,    0.12190E-01,  0.17650E-01,  0.21528    
3, 0, 0.75, -2,  -4.0 ,    0.17238E-01, -0.14405    ,  0.23776    
3, 0, 0.75, 0,  12.  ,    0.70342E-01,   1.1052    , -0.21678    
3, 0, 0.75, 0,  10.  ,    0.51826E-01,  0.95005    , -0.14958    
3, 0, 0.75, 0,   9.  ,    0.43781E-01,  0.87137    , -0.11807    
3, 0, 0.75, 0,   8.  ,    0.36568E-01,  0.79204    , -0.88002E-01
3, 0, 0.75, 0,   7.  ,    0.30200E-01,  0.71213    , -0.59423E-01
3, 0, 0.75, 0,   6.  ,    0.24689E-01,  0.63174    , -0.32363E-01
3, 0, 0.75, 0,   5.5 ,    0.22259E-01,  0.59139    , -0.19414E-01
3, 0, 0.75, 0,   5.  ,    0.20046E-01,  0.55094    , -0.68562E-02
3, 0, 0.75, 0,   4.5 ,    0.18053E-01,  0.51041    ,  0.53061E-02
3, 0, 0.75, 0,   4.  ,    0.16279E-01,  0.46981    ,  0.17070E-01
3, 0, 0.75, 0,   3.5 ,    0.14725E-01,  0.42915    ,  0.28431E-01
3, 0, 0.75, 0,   3.  ,    0.13393E-01,  0.38843    ,  0.39388E-01
3, 0, 0.75, 0,   2.5 ,    0.12281E-01,  0.34767    ,  0.49937E-01
3, 0, 0.75, 0,   2.0 ,    0.11391E-01,  0.30688    ,  0.60075E-01
3, 0, 0.75, 0,   1.5 ,    0.10723E-01,  0.26607    ,  0.69801E-01
3, 0, 0.75, 0,   1.  ,    0.10276E-01,  0.22525    ,  0.79111E-01
3, 0, 0.75, 0,   0.5 ,    0.10051E-01,  0.18442    ,  0.88005E-01
3, 0, 0.75, 0,   0.0 ,    0.10046E-01,  0.14361    ,  0.96478E-01
3, 0, 0.75, 0,  -0.5 ,    0.10263E-01,  0.10281    ,  0.10453    
3, 0, 0.75, 0,   -1. ,    0.10699E-01,  0.62043E-01,  0.11216    
3, 0, 0.75, 0,  -2.0 ,    0.12230E-01, -0.19361E-01,  0.12615    
3, 0, 0.75, 0,  -4.0 ,    0.17889E-01, -0.18136    ,  0.14901    
3, 0, 0.75, 2,  12.  ,    0.66581E-01,   1.0678    , -0.30818    
3, 0, 0.75, 2,  10.  ,    0.48583E-01,  0.91227    , -0.24157    
3, 0, 0.75, 2,   9.  ,    0.40810E-01,  0.83345    , -0.21026    
3, 0, 0.75, 2,   8.  ,    0.33874E-01,  0.75401    , -0.18032    
3, 0, 0.75, 2,   7.  ,    0.27791E-01,  0.67403    , -0.15180    
3, 0, 0.75, 2,   6.  ,    0.22570E-01,  0.59360    , -0.12474    
3, 0, 0.75, 2,   5.5 ,    0.20287E-01,  0.55323    , -0.11176    
3, 0, 0.75, 2,   5.  ,    0.18222E-01,  0.51278    , -0.99157E-01
3, 0, 0.75, 2,   4.5 ,    0.16378E-01,  0.47226    , -0.86932E-01
3, 0, 0.75, 2,   4.  ,    0.14754E-01,  0.43167    , -0.75088E-01
3, 0, 0.75, 2,   3.5 ,    0.13351E-01,  0.39103    , -0.63630E-01
3, 0, 0.75, 2,   3.  ,    0.12170E-01,  0.35035    , -0.52559E-01
3, 0, 0.75, 2,   2.5 ,    0.11211E-01,  0.30963    , -0.41879E-01
3, 0, 0.75, 2,   2.0 ,    0.10473E-01,  0.26889    , -0.31593E-01
3, 0, 0.75, 2,   1.5 ,    0.99580E-02,  0.22813    , -0.21702E-01
3, 0, 0.75, 2,   1.  ,    0.96645E-02,  0.18737    , -0.12210E-01
3, 0, 0.75, 2,   0.5 ,    0.95927E-02,  0.14662    , -0.31186E-02
3, 0, 0.75, 2,   0.0 ,    0.97420E-02,  0.10588    ,  0.55704E-02
3, 0, 0.75, 2,  -0.5 ,    0.10112E-01,  0.65178E-01,  0.13855E-01
3, 0, 0.75, 2,   -1. ,    0.10702E-01,  0.24510E-01,  0.21734E-01
3, 0, 0.75, 2,  -2.0 ,    0.12538E-01, -0.56673E-01,  0.36268E-01
3, 0, 0.75, 2,  -4.0 ,    0.18803E-01, -0.21813    ,  0.60412E-01
3, 0, 0.75, 4,  12.  ,    0.63112E-01,   1.0292    , -0.40367    
3, 0, 0.75, 4,  10.  ,    0.45576E-01,  0.87339    , -0.33693    
3, 0, 0.75, 4,   9.  ,    0.38055E-01,  0.79448    , -0.30545    
3, 0, 0.75, 4,   8.  ,    0.31386E-01,  0.71500    , -0.27528    
3, 0, 0.75, 4,   7.  ,    0.25581E-01,  0.63504    , -0.24647    
3, 0, 0.75, 4,   6.  ,    0.20650E-01,  0.55467    , -0.21905    
3, 0, 0.75, 4,   5.5 ,    0.18514E-01,  0.51435    , -0.20587    
3, 0, 0.75, 4,   5.  ,    0.16600E-01,  0.47397    , -0.19304    
3, 0, 0.75, 4,   4.5 ,    0.14908E-01,  0.43352    , -0.18058    
3, 0, 0.75, 4,   4.  ,    0.13438E-01,  0.39303    , -0.16849    
3, 0, 0.75, 4,   3.5 ,    0.12191E-01,  0.35249    , -0.15676    
3, 0, 0.75, 4,   3.  ,    0.11167E-01,  0.31192    , -0.14541    
3, 0, 0.75, 4,   2.5 ,    0.10365E-01,  0.27133    , -0.13443    
3, 0, 0.75, 4,   2.0 ,    0.97867E-02,  0.23073    , -0.12384    
3, 0, 0.75, 4,   1.5 ,    0.94309E-02,  0.19014    , -0.11362    
3, 0, 0.75, 4,   1.  ,    0.92972E-02,  0.14955    , -0.10378    
3, 0, 0.75, 4,   0.5 ,    0.93853E-02,  0.10899    , -0.94336E-01
3, 0, 0.75, 4,   0.0 ,    0.96944E-02,  0.68453E-01, -0.85275E-01
3, 0, 0.75, 4,  -0.5 ,    0.10224E-01,  0.27961E-01, -0.76604E-01
3, 0, 0.75, 4,   -1. ,    0.10972E-01, -0.12479E-01, -0.68325E-01
3, 0, 0.75, 4,  -2.0 ,    0.13123E-01, -0.93163E-01, -0.52947E-01
3, 0, 0.75, 4,  -4.0 ,    0.19998E-01, -0.25346    , -0.26950E-01
3, 0, 0.75, 6,  12.  ,    0.59541E-01,  0.99078    , -0.49812    
3, 0, 0.75, 6,  10.  ,    0.42578E-01,  0.83486    , -0.43125    
3, 0, 0.75, 6,   9.  ,    0.35360E-01,  0.75595    , -0.39961    
3, 0, 0.75, 6,   8.  ,    0.29001E-01,  0.67652    , -0.36922    
3, 0, 0.75, 6,   7.  ,    0.23514E-01,  0.59665    , -0.34012    
3, 0, 0.75, 6,   6.  ,    0.18907E-01,  0.51641    , -0.31234    
3, 0, 0.75, 6,   5.5 ,    0.16935E-01,  0.47619    , -0.29896    
3, 0, 0.75, 6,   5.  ,    0.15186E-01,  0.43590    , -0.28592    
3, 0, 0.75, 6,   4.5 ,    0.13659E-01,  0.39557    , -0.27322    
3, 0, 0.75, 6,   4.  ,    0.12356E-01,  0.35519    , -0.26088    
3, 0, 0.75, 6,   3.5 ,    0.11275E-01,  0.31479    , -0.24889    
3, 0, 0.75, 6,   3.  ,    0.10417E-01,  0.27437    , -0.23726    
3, 0, 0.75, 6,   2.5 ,    0.97821E-02,  0.23394    , -0.22599    
3, 0, 0.75, 6,   2.0 ,    0.93697E-02,  0.19352    , -0.21508    
3, 0, 0.75, 6,   1.5 ,    0.91795E-02,  0.15311    , -0.20454    
3, 0, 0.75, 6,   1.  ,    0.92108E-02,  0.11272    , -0.19436    
3, 0, 0.75, 6,   0.5 ,    0.94629E-02,  0.72358E-01, -0.18456    
3, 0, 0.75, 6,   0.0 ,    0.99350E-02,  0.32045E-01, -0.17513    
3, 0, 0.75, 6,  -0.5 ,    0.10626E-01, -0.82152E-02, -0.16607    
3, 0, 0.75, 6,   -1. ,    0.11535E-01, -0.48412E-01, -0.15740    
3, 0, 0.75, 6,  -2.0 ,    0.14000E-01, -0.12857    , -0.14118    
3, 0, 0.75, 6,  -4.0 ,    0.21476E-01, -0.28770    , -0.11333    
3, 0, 0.75, 8,  12.  ,    0.56047E-01,  0.95295    , -0.59083    
3, 0, 0.75, 8,  10.  ,    0.39743E-01,  0.79705    , -0.52395    
3, 0, 0.75, 8,   9.  ,    0.32861E-01,  0.71821    , -0.49220    
3, 0, 0.75, 8,   8.  ,    0.26843E-01,  0.63889    , -0.46164    
3, 0, 0.75, 8,   7.  ,    0.21699E-01,  0.55916    , -0.43230    
3, 0, 0.75, 8,   6.  ,    0.17435E-01,  0.47911    , -0.40422    
3, 0, 0.75, 8,   5.5 ,    0.15635E-01,  0.43899    , -0.39067    
3, 0, 0.75, 8,   5.  ,    0.14057E-01,  0.39882    , -0.37744    
3, 0, 0.75, 8,   4.5 ,    0.12702E-01,  0.35862    , -0.36454    
3, 0, 0.75, 8,   4.  ,    0.11568E-01,  0.31838    , -0.35198    
3, 0, 0.75, 8,   3.5 ,    0.10657E-01,  0.27812    , -0.33975    
3, 0, 0.75, 8,   3.  ,    0.99683E-02,  0.23786    , -0.32786    
3, 0, 0.75, 8,   2.5 ,    0.95012E-02,  0.19759    , -0.31632    
3, 0, 0.75, 8,   2.0 ,    0.92556E-02,  0.15734    , -0.30513    
3, 0, 0.75, 8,   1.5 ,    0.92307E-02,  0.11711    , -0.29429    
3, 0, 0.75, 8,   1.  ,    0.94259E-02,  0.76913E-01, -0.28380    
3, 0, 0.75, 8,   0.5 ,    0.98403E-02,  0.36756E-01, -0.27366    
3, 0, 0.75, 8,   0.0 ,    0.10473E-01, -0.33480E-02, -0.26389    
3, 0, 0.75, 8,  -0.5 ,    0.11323E-01, -0.43390E-01, -0.25447    
3, 0, 0.75, 8,   -1. ,    0.12388E-01, -0.83360E-01, -0.24542    
3, 0, 0.75, 8,  -2.0 ,    0.15160E-01, -0.16304    , -0.22840    
3, 0, 0.75, 8,  -4.0 ,    0.23220E-01, -0.32111    , -0.19879    
3, 0, 0.75, 10,  12.  ,    0.52815E-01,  0.91589    , -0.68199    
3, 0, 0.75, 10,  10.  ,    0.37202E-01,  0.76009    , -0.61513    
3, 0, 0.75, 10,   9.  ,    0.30668E-01,  0.68135    , -0.58330    
3, 0, 0.75, 10,   8.  ,    0.24998E-01,  0.60217    , -0.55258    
3, 0, 0.75, 10,   7.  ,    0.20201E-01,  0.52261    , -0.52303    
3, 0, 0.75, 10,   6.  ,    0.16282E-01,  0.44277    , -0.49467    
3, 0, 0.75, 10,   5.5 ,    0.14654E-01,  0.40277    , -0.48095    
3, 0, 0.75, 10,   5.  ,    0.13247E-01,  0.36272    , -0.46754    
3, 0, 0.75, 10,   4.5 ,    0.12062E-01,  0.32265    , -0.45445    
3, 0, 0.75, 10,   4.  ,    0.11097E-01,  0.28255    , -0.44167    
3, 0, 0.75, 10,   3.5 ,    0.10354E-01,  0.24244    , -0.42921    
3, 0, 0.75, 10,   3.  ,    0.98313E-02,  0.20233    , -0.41709    
3, 0, 0.75, 10,   2.5 ,    0.95293E-02,  0.16223    , -0.40529    
3, 0, 0.75, 10,   2.0 ,    0.94472E-02,  0.12215    , -0.39382    
3, 0, 0.75, 10,   1.5 ,    0.95843E-02,  0.82097E-01, -0.38268    
3, 0, 0.75, 10,   1.  ,    0.99397E-02,  0.42084E-01, -0.37189    
3, 0, 0.75, 10,   0.5 ,    0.10512E-01,  0.21200E-02, -0.36143    
3, 0, 0.75, 10,   0.0 ,    0.11302E-01, -0.37784E-01, -0.35132    
3, 0, 0.75, 10,  -0.5 ,    0.12306E-01, -0.77619E-01, -0.34155    
3, 0, 0.75, 10,   -1. ,    0.13523E-01, -0.11738    , -0.33213    
3, 0, 0.75, 10,  -2.0 ,    0.16593E-01, -0.19661    , -0.31434    
3, 0, 0.75, 10,  -4.0 ,    0.25219E-01, -0.35370    , -0.28301    
3, 0, 0.90, -10,  12.  ,    0.94621E-01,   1.2839    ,  0.22105    
3, 0, 0.90, -10,  10.  ,    0.73412E-01,   1.1337    ,  0.29538    
