Layout, Wing, Span, dV, AOA, Cx, Cy, Mz
4, 1, 0.50, -8,   5.5 ,    0.26181E-01,  0.64027    , -0.16304    
4, 1, 0.50, -8,   5.  ,    0.23862E-01,  0.60120    , -0.15101    
4, 1, 0.50, -8,   4.5 ,    0.21750E-01,  0.56203    , -0.13937    
4, 1, 0.50, -8,   4.  ,    0.19847E-01,  0.52279    , -0.12810    
4, 1, 0.50, -8,   3.5 ,    0.18153E-01,  0.48347    , -0.11723    
4, 1, 0.50, -8,   3.  ,    0.16668E-01,  0.44409    , -0.10674    
4, 1, 0.50, -8,   2.5 ,    0.15394E-01,  0.40466    , -0.96645E-01
4, 1, 0.50, -8,   2.0 ,    0.14330E-01,  0.36519    , -0.86946E-01
4, 1, 0.50, -8,   1.5 ,    0.13478E-01,  0.32569    , -0.77645E-01
4, 1, 0.50, -8,   1.  ,    0.12836E-01,  0.28616    , -0.68745E-01
4, 1, 0.50, -8,   0.5 ,    0.12406E-01,  0.24662    , -0.60246E-01
4, 1, 0.50, -8,   0.0 ,    0.12186E-01,  0.20708    , -0.52151E-01
4, 1, 0.50, -8,  -0.5 ,    0.12177E-01,  0.16755    , -0.44462E-01
4, 1, 0.50, -8,   -1. ,    0.12379E-01,  0.12803    , -0.37180E-01
4, 1, 0.50, -8,  -2.0 ,    0.13410E-01,  0.49082E-01, -0.23842E-01
4, 1, 0.50, -8,  -4.0 ,    0.17961E-01, -0.10818    , -0.21010E-02
4, 1, 0.50, -6,  12.  ,    0.71227E-01,   1.1104    , -0.29620    
4, 1, 0.50, -6,  10.  ,    0.53143E-01,  0.95956    , -0.22959    
4, 1, 0.50, -6,   9.  ,    0.45259E-01,  0.88304    , -0.19839    
4, 1, 0.50, -6,   8.  ,    0.38172E-01,  0.80587    , -0.16864    
4, 1, 0.50, -6,   7.  ,    0.31894E-01,  0.72814    , -0.14039    
4, 1, 0.50, -6,   6.  ,    0.26438E-01,  0.64991    , -0.11367    
4, 1, 0.50, -6,   5.5 ,    0.24022E-01,  0.61064    , -0.10089    
4, 1, 0.50, -6,   5.  ,    0.21816E-01,  0.57127    , -0.88510E-01
4, 1, 0.50, -6,   4.5 ,    0.19819E-01,  0.53182    , -0.76526E-01
4, 1, 0.50, -6,   4.  ,    0.18034E-01,  0.49229    , -0.64943E-01
4, 1, 0.50, -6,   3.5 ,    0.16461E-01,  0.45269    , -0.53764E-01
4, 1, 0.50, -6,   3.  ,    0.15100E-01,  0.41304    , -0.42993E-01
4, 1, 0.50, -6,   2.5 ,    0.13952E-01,  0.37335    , -0.32632E-01
4, 1, 0.50, -6,   2.0 ,    0.13017E-01,  0.33362    , -0.22684E-01
4, 1, 0.50, -6,   1.5 ,    0.12295E-01,  0.29386    , -0.13151E-01
4, 1, 0.50, -6,   1.  ,    0.11787E-01,  0.25409    , -0.40363E-02
4, 1, 0.50, -6,   0.5 ,    0.11493E-01,  0.21430    ,  0.46588E-02
4, 1, 0.50, -6,   0.0 ,    0.11411E-01,  0.17453    ,  0.12932E-01
4, 1, 0.50, -6,  -0.5 ,    0.11543E-01,  0.13476    ,  0.20782E-01
4, 1, 0.50, -6,   -1. ,    0.11886E-01,  0.95024E-01,  0.28208E-01
4, 1, 0.50, -6,  -2.0 ,    0.13207E-01,  0.15654E-01,  0.41778E-01
4, 1, 0.50, -6,  -4.0 ,    0.18359E-01, -0.14237    ,  0.63771E-01
4, 1, 0.50, -4,  12.  ,    0.67974E-01,   1.0834    , -0.23570    
4, 1, 0.50, -4,  10.  ,    0.50231E-01,  0.93123    , -0.16713    
4, 1, 0.50, -4,   9.  ,    0.42538E-01,  0.85407    , -0.13505    
4, 1, 0.50, -4,   8.  ,    0.35654E-01,  0.77629    , -0.10449    
4, 1, 0.50, -4,   7.  ,    0.29592E-01,  0.69796    , -0.75494E-01
4, 1, 0.50, -4,   6.  ,    0.24364E-01,  0.61916    , -0.48094E-01
4, 1, 0.50, -4,   5.5 ,    0.22065E-01,  0.57961    , -0.35003E-01
4, 1, 0.50, -4,   5.  ,    0.19979E-01,  0.53997    , -0.22324E-01
4, 1, 0.50, -4,   4.5 ,    0.18106E-01,  0.50025    , -0.10060E-01
4, 1, 0.50, -4,   4.  ,    0.16447E-01,  0.46046    ,  0.17850E-02
4, 1, 0.50, -4,   3.5 ,    0.15002E-01,  0.42061    ,  0.13208E-01
4, 1, 0.50, -4,   3.  ,    0.13772E-01,  0.38071    ,  0.24207E-01
4, 1, 0.50, -4,   2.5 ,    0.12757E-01,  0.34077    ,  0.34777E-01
4, 1, 0.50, -4,   2.0 ,    0.11958E-01,  0.30080    ,  0.44917E-01
4, 1, 0.50, -4,   1.5 ,    0.11374E-01,  0.26081    ,  0.54624E-01
4, 1, 0.50, -4,   1.  ,    0.11006E-01,  0.22081    ,  0.63896E-01
4, 1, 0.50, -4,   0.5 ,    0.10853E-01,  0.18081    ,  0.72731E-01
4, 1, 0.50, -4,   0.0 ,    0.10915E-01,  0.14083    ,  0.81125E-01
4, 1, 0.50, -4,  -0.5 ,    0.11192E-01,  0.10086    ,  0.89079E-01
4, 1, 0.50, -4,   -1. ,    0.11683E-01,  0.60921E-01,  0.96591E-01
4, 1, 0.50, -4,  -2.0 ,    0.13304E-01, -0.18824E-01,  0.11028    
4, 1, 0.50, -4,  -4.0 ,    0.19072E-01, -0.17752    ,  0.13230    
4, 1, 0.50, -2,  12.  ,    0.64742E-01,   1.0539    , -0.16888    
4, 1, 0.50, -2,  10.  ,    0.47408E-01,  0.90063    , -0.98981E-01
4, 1, 0.50, -2,   9.  ,    0.39936E-01,  0.82295    , -0.66327E-01
4, 1, 0.50, -2,   8.  ,    0.33284E-01,  0.74468    , -0.35260E-01
4, 1, 0.50, -2,   7.  ,    0.27463E-01,  0.66587    , -0.58190E-02
4, 1, 0.50, -2,   6.  ,    0.22486E-01,  0.58662    ,  0.21960E-01
4, 1, 0.50, -2,   5.5 ,    0.20316E-01,  0.54685    ,  0.35216E-01
4, 1, 0.50, -2,   5.  ,    0.18361E-01,  0.50699    ,  0.48044E-01
4, 1, 0.50, -2,   4.5 ,    0.16621E-01,  0.46706    ,  0.60441E-01
4, 1, 0.50, -2,   4.  ,    0.15097E-01,  0.42707    ,  0.72403E-01
4, 1, 0.50, -2,   3.5 ,    0.13789E-01,  0.38703    ,  0.83926E-01
4, 1, 0.50, -2,   3.  ,    0.12698E-01,  0.34694    ,  0.95009E-01
4, 1, 0.50, -2,   2.5 ,    0.11824E-01,  0.30682    ,  0.10565    
4, 1, 0.50, -2,   2.0 ,    0.11167E-01,  0.26667    ,  0.11584    
4, 1, 0.50, -2,   1.5 ,    0.10727E-01,  0.22651    ,  0.12558    
4, 1, 0.50, -2,   1.  ,    0.10505E-01,  0.18635    ,  0.13487    
4, 1, 0.50, -2,   0.5 ,    0.10499E-01,  0.14620    ,  0.14371    
4, 1, 0.50, -2,   0.0 ,    0.10710E-01,  0.10606    ,  0.15209    
4, 1, 0.50, -2,  -0.5 ,    0.11136E-01,  0.65944E-01,  0.16002    
4, 1, 0.50, -2,   -1. ,    0.11778E-01,  0.25868E-01,  0.16748    
4, 1, 0.50, -2,  -2.0 ,    0.13704E-01, -0.54133E-01,  0.18103    
4, 1, 0.50, -2,  -4.0 ,    0.20093E-01, -0.21325    ,  0.20259    
4, 1, 0.50, 0,  12.  ,    0.61510E-01,   1.0214    , -0.94468E-01
4, 1, 0.50, 0,  10.  ,    0.44668E-01,  0.86743    , -0.24267E-01
4, 1, 0.50, 0,   9.  ,    0.37454E-01,  0.78944    ,  0.84526E-02
4, 1, 0.50, 0,   8.  ,    0.31066E-01,  0.71086    ,  0.39527E-01
4, 1, 0.50, 0,   7.  ,    0.25516E-01,  0.63179    ,  0.68917E-01
4, 1, 0.50, 0,   6.  ,    0.20816E-01,  0.55228    ,  0.96587E-01
4, 1, 0.50, 0,   5.5 ,    0.18787E-01,  0.51239    ,  0.10977    
4, 1, 0.50, 0,   5.  ,    0.16974E-01,  0.47242    ,  0.12250    
4, 1, 0.50, 0,   4.5 ,    0.15377E-01,  0.43239    ,  0.13480    
4, 1, 0.50, 0,   4.  ,    0.13997E-01,  0.39230    ,  0.14664    
4, 1, 0.50, 0,   3.5 ,    0.12835E-01,  0.35216    ,  0.15803    
4, 1, 0.50, 0,   3.  ,    0.11890E-01,  0.31199    ,  0.16897    
4, 1, 0.50, 0,   2.5 ,    0.11163E-01,  0.27178    ,  0.17944    
4, 1, 0.50, 0,   2.0 ,    0.10655E-01,  0.23156    ,  0.18946    
4, 1, 0.50, 0,   1.5 ,    0.10364E-01,  0.19133    ,  0.19901    
4, 1, 0.50, 0,   1.  ,    0.10291E-01,  0.15111    ,  0.20810    
4, 1, 0.50, 0,   0.5 ,    0.10436E-01,  0.11090    ,  0.21672    
4, 1, 0.50, 0,   0.0 ,    0.10798E-01,  0.70707E-01,  0.22487    
4, 1, 0.50, 0,  -0.5 ,    0.11376E-01,  0.30550E-01,  0.23256    
4, 1, 0.50, 0,   -1. ,    0.12169E-01, -0.95631E-02,  0.23977    
4, 1, 0.50, 0,  -2.0 ,    0.14400E-01, -0.89621E-01,  0.25277    
4, 1, 0.50, 0,  -4.0 ,    0.21400E-01, -0.24878    ,  0.27306    
4, 1, 0.50, 2,  12.  ,    0.58325E-01,  0.98616    , -0.13141E-01
4, 1, 0.50, 2,  10.  ,    0.42051E-01,  0.83197    ,  0.56219E-01
4, 1, 0.50, 2,   9.  ,    0.35128E-01,  0.75388    ,  0.88434E-01
4, 1, 0.50, 2,   8.  ,    0.29034E-01,  0.67525    ,  0.11895    
4, 1, 0.50, 2,   7.  ,    0.23782E-01,  0.59613    ,  0.14773    
4, 1, 0.50, 2,   6.  ,    0.19382E-01,  0.51661    ,  0.17473    
4, 1, 0.50, 2,   5.5 ,    0.17504E-01,  0.47672    ,  0.18756    
4, 1, 0.50, 2,   5.  ,    0.15842E-01,  0.43676    ,  0.19993    
4, 1, 0.50, 2,   4.5 ,    0.14396E-01,  0.39674    ,  0.21185    
4, 1, 0.50, 2,   4.  ,    0.13168E-01,  0.35667    ,  0.22330    
4, 1, 0.50, 2,   3.5 ,    0.12157E-01,  0.31656    ,  0.23429    
4, 1, 0.50, 2,   3.  ,    0.11364E-01,  0.27642    ,  0.24481    
4, 1, 0.50, 2,   2.5 ,    0.10789E-01,  0.23626    ,  0.25486    
4, 1, 0.50, 2,   2.0 ,    0.10432E-01,  0.19608    ,  0.26444    
4, 1, 0.50, 2,   1.5 ,    0.10293E-01,  0.15591    ,  0.27354    
4, 1, 0.50, 2,   1.  ,    0.10371E-01,  0.11574    ,  0.28217    
4, 1, 0.50, 2,   0.5 ,    0.10667E-01,  0.75593E-01,  0.29032    
4, 1, 0.50, 2,   0.0 ,    0.11179E-01,  0.35475E-01,  0.29799    
4, 1, 0.50, 2,  -0.5 ,    0.11908E-01, -0.46044E-02,  0.30518    
4, 1, 0.50, 2,   -1. ,    0.12851E-01, -0.44634E-01,  0.31189    
4, 1, 0.50, 2,  -2.0 ,    0.15379E-01, -0.12451    ,  0.32385    
4, 1, 0.50, 2,  -4.0 ,    0.22963E-01, -0.28322    ,  0.34195    
4, 1, 0.50, 4,  12.  ,    0.55293E-01,  0.94931    ,  0.72444E-01
4, 1, 0.50, 4,  10.  ,    0.39639E-01,  0.79525    ,  0.14005    
4, 1, 0.50, 4,   9.  ,    0.33029E-01,  0.71728    ,  0.17131    
4, 1, 0.50, 4,   8.  ,    0.27248E-01,  0.63877    ,  0.20081    
4, 1, 0.50, 4,   7.  ,    0.22310E-01,  0.55981    ,  0.22852    
4, 1, 0.50, 4,   6.  ,    0.18223E-01,  0.48048    ,  0.25440    
4, 1, 0.50, 4,   5.5 ,    0.16502E-01,  0.44070    ,  0.26665    
4, 1, 0.50, 4,   5.  ,    0.14996E-01,  0.40085    ,  0.27844    
4, 1, 0.50, 4,   4.5 ,    0.13706E-01,  0.36095    ,  0.28975    
4, 1, 0.50, 4,   4.  ,    0.12632E-01,  0.32101    ,  0.30059    
4, 1, 0.50, 4,   3.5 ,    0.11776E-01,  0.28102    ,  0.31096    
4, 1, 0.50, 4,   3.  ,    0.11137E-01,  0.24102    ,  0.32084    
4, 1, 0.50, 4,   2.5 ,    0.10715E-01,  0.20100    ,  0.33025    
4, 1, 0.50, 4,   2.0 ,    0.10510E-01,  0.16098    ,  0.33917    
4, 1, 0.50, 4,   1.5 ,    0.10521E-01,  0.12096    ,  0.34761    
4, 1, 0.50, 4,   1.  ,    0.10750E-01,  0.80957E-01,  0.35556    
4, 1, 0.50, 4,   0.5 ,    0.11194E-01,  0.40980E-01,  0.36302    
4, 1, 0.50, 4,   0.0 ,    0.11854E-01,  0.10379E-02,  0.37000    
4, 1, 0.50, 4,  -0.5 ,    0.12728E-01, -0.38858E-01,  0.37648    
4, 1, 0.50, 4,   -1. ,    0.13816E-01, -0.78699E-01,  0.38247    
4, 1, 0.50, 4,  -2.0 ,    0.16629E-01, -0.15817    ,  0.39298    
4, 1, 0.50, 4,  -4.0 ,    0.24761E-01, -0.31602    ,  0.40807    
4, 1, 0.50, 6,  12.  ,    0.52520E-01,  0.91210    ,  0.15935    
4, 1, 0.50, 6,  10.  ,    0.37509E-01,  0.75840    ,  0.22468    
4, 1, 0.50, 6,   9.  ,    0.31220E-01,  0.68065    ,  0.25472    
4, 1, 0.50, 6,   8.  ,    0.25761E-01,  0.60240    ,  0.28294    
4, 1, 0.50, 6,   7.  ,    0.21142E-01,  0.52372    ,  0.30933    
4, 1, 0.50, 6,   6.  ,    0.17373E-01,  0.44470    ,  0.33384    
4, 1, 0.50, 6,   5.5 ,    0.15809E-01,  0.40509    ,  0.34538    
4, 1, 0.50, 6,   5.  ,    0.14460E-01,  0.36541    ,  0.35644    
4, 1, 0.50, 6,   4.5 ,    0.13326E-01,  0.32569    ,  0.36703    
4, 1, 0.50, 6,   4.  ,    0.12407E-01,  0.28594    ,  0.37713    
4, 1, 0.50, 6,   3.5 ,    0.11704E-01,  0.24615    ,  0.38674    
4, 1, 0.50, 6,   3.  ,    0.11217E-01,  0.20635    ,  0.39586    
4, 1, 0.50, 6,   2.5 ,    0.10946E-01,  0.16654    ,  0.40449    
4, 1, 0.50, 6,   2.0 ,    0.10890E-01,  0.12673    ,  0.41263    
4, 1, 0.50, 6,   1.5 ,    0.11050E-01,  0.86934E-01,  0.42028    
4, 1, 0.50, 6,   1.  ,    0.11425E-01,  0.47160E-01,  0.42743    
4, 1, 0.50, 6,   0.5 ,    0.12013E-01,  0.74184E-02,  0.43408    
4, 1, 0.50, 6,   0.0 ,    0.12816E-01, -0.32281E-01,  0.44023    
4, 1, 0.50, 6,  -0.5 ,    0.13831E-01, -0.71929E-01,  0.44588    
4, 1, 0.50, 6,   -1. ,    0.15057E-01, -0.11152    ,  0.45104    
4, 1, 0.50, 6,  -2.0 ,    0.18140E-01, -0.19046    ,  0.45985    
4, 1, 0.50, 6,  -4.0 ,    0.26785E-01, -0.34718    ,  0.47146    
4, 1, 0.50, 8,  12.  ,    0.50080E-01,  0.87540    ,  0.24546    
4, 1, 0.50, 8,  10.  ,    0.35713E-01,  0.72217    ,  0.30834    
4, 1, 0.50, 8,   9.  ,    0.29745E-01,  0.64470    ,  0.33706    
4, 1, 0.50, 8,   8.  ,    0.24606E-01,  0.56675    ,  0.36392    
4, 1, 0.50, 8,   7.  ,    0.20305E-01,  0.48841    ,  0.38889    
4, 1, 0.50, 8,   6.  ,    0.16849E-01,  0.40976    ,  0.41193    
4, 1, 0.50, 8,   5.5 ,    0.15441E-01,  0.37033    ,  0.42272    
4, 1, 0.50, 8,   5.  ,    0.14245E-01,  0.33086    ,  0.43302    
4, 1, 0.50, 8,   4.5 ,    0.13264E-01,  0.29135    ,  0.44283    
4, 1, 0.50, 8,   4.  ,    0.12497E-01,  0.25180    ,  0.45215    
4, 1, 0.50, 8,   3.5 ,    0.11944E-01,  0.21224    ,  0.46097    
4, 1, 0.50, 8,   3.  ,    0.11606E-01,  0.17267    ,  0.46928    
4, 1, 0.50, 8,   2.5 ,    0.11482E-01,  0.13309    ,  0.47710    
4, 1, 0.50, 8,   2.0 ,    0.11571E-01,  0.93522E-01,  0.48441    
4, 1, 0.50, 8,   1.5 ,    0.11874E-01,  0.53974E-01,  0.49122    
4, 1, 0.50, 8,   1.  ,    0.12390E-01,  0.14454E-01,  0.49753    
4, 1, 0.50, 8,   0.5 ,    0.13118E-01, -0.25027E-01,  0.50333    
4, 1, 0.50, 8,   0.0 ,    0.14057E-01, -0.64459E-01,  0.50862    
4, 1, 0.50, 8,  -0.5 ,    0.15207E-01, -0.10383    ,  0.51340    
4, 1, 0.50, 8,   -1. ,    0.16566E-01, -0.14314    ,  0.51768    
4, 1, 0.50, 8,  -2.0 ,    0.19907E-01, -0.22151    ,  0.52471    
4, 1, 0.50, 8,  -4.0 ,    0.29035E-01, -0.37701    ,  0.53269    
4, 1, 0.50, 10,  12.  ,    0.48004E-01,  0.83964    ,  0.32981    
4, 1, 0.50, 10,  10.  ,    0.34272E-01,  0.68690    ,  0.39024    
4, 1, 0.50, 10,   9.  ,    0.28620E-01,  0.60971    ,  0.41766    
4, 1, 0.50, 10,   8.  ,    0.23794E-01,  0.53209    ,  0.44316    
4, 1, 0.50, 10,   7.  ,    0.19802E-01,  0.45409    ,  0.46671    
4, 1, 0.50, 10,   6.  ,    0.16653E-01,  0.37581    ,  0.48830    
4, 1, 0.50, 10,   5.5 ,    0.15395E-01,  0.33659    ,  0.49835    
4, 1, 0.50, 10,   5.  ,    0.14350E-01,  0.29732    ,  0.50790    
4, 1, 0.50, 10,   4.5 ,    0.13517E-01,  0.25801    ,  0.51694    
4, 1, 0.50, 10,   4.  ,    0.12897E-01,  0.21869    ,  0.52548    
4, 1, 0.50, 10,   3.5 ,    0.12490E-01,  0.17935    ,  0.53351    
4, 1, 0.50, 10,   3.  ,    0.12295E-01,  0.14000    ,  0.54103    
4, 1, 0.50, 10,   2.5 ,    0.12313E-01,  0.10066    ,  0.54804    
4, 1, 0.50, 10,   2.0 ,    0.12542E-01,  0.61337E-01,  0.55454    
4, 1, 0.50, 10,   1.5 ,    0.12983E-01,  0.22038E-01,  0.56053    
4, 1, 0.50, 10,   1.  ,    0.13635E-01, -0.17226E-01,  0.56600    
4, 1, 0.50, 10,   0.5 ,    0.14497E-01, -0.56446E-01,  0.57096    
4, 1, 0.50, 10,   0.0 ,    0.15568E-01, -0.95611E-01,  0.57540    
4, 1, 0.50, 10,  -0.5 ,    0.16847E-01, -0.13471    ,  0.57933    
4, 1, 0.50, 10,   -1. ,    0.18333E-01, -0.17374    ,  0.58274    
4, 1, 0.50, 10,  -2.0 ,    0.21919E-01, -0.25153    ,  0.58803    
4, 1, 0.50, 10,  -4.0 ,    0.31507E-01, -0.40581    ,  0.59244    
4, 1, 0.75, -10,  12.  ,    0.87070E-01,   1.2373    , -0.57438    
4, 1, 0.75, -10,  10.  ,    0.67297E-01,   1.0907    , -0.51326    
4, 1, 0.75, -10,   9.  ,    0.58481E-01,   1.0162    , -0.48440    
4, 1, 0.75, -10,   8.  ,    0.50404E-01,  0.94097    , -0.45673    
4, 1, 0.75, -10,   7.  ,    0.43084E-01,  0.86504    , -0.43028    
4, 1, 0.75, -10,   6.  ,    0.36536E-01,  0.78852    , -0.40507    
4, 1, 0.75, -10,   5.5 ,    0.33556E-01,  0.75005    , -0.39295    
4, 1, 0.75, -10,   5.  ,    0.30773E-01,  0.71147    , -0.38114    
4, 1, 0.75, -10,   4.5 ,    0.28190E-01,  0.67276    , -0.36967    
4, 1, 0.75, -10,   4.  ,    0.25808E-01,  0.63396    , -0.35852    
4, 1, 0.75, -10,   3.5 ,    0.23627E-01,  0.59506    , -0.34770    
4, 1, 0.75, -10,   3.  ,    0.21649E-01,  0.55607    , -0.33722    
4, 1, 0.75, -10,   2.5 ,    0.19874E-01,  0.51701    , -0.32708    
4, 1, 0.75, -10,   2.0 ,    0.18304E-01,  0.47788    , -0.31727    
4, 1, 0.75, -10,   1.5 ,    0.16939E-01,  0.43869    , -0.30781    
4, 1, 0.75, -10,   1.  ,    0.15779E-01,  0.39946    , -0.29869    
4, 1, 0.75, -10,   0.5 ,    0.14826E-01,  0.36019    , -0.28992    
4, 1, 0.75, -10,   0.0 ,    0.14079E-01,  0.32089    , -0.28150    
4, 1, 0.75, -10,  -0.5 ,    0.13538E-01,  0.28157    , -0.27343    
4, 1, 0.75, -10,   -1. ,    0.13203E-01,  0.24224    , -0.26570    
4, 1, 0.75, -10,  -2.0 ,    0.13153E-01,  0.16359    , -0.25132    
4, 1, 0.75, -10,  -4.0 ,    0.15515E-01,  0.66134E-02, -0.22683    
4, 1, 0.75, -8,  12.  ,    0.81450E-01,   1.1965    , -0.48403    
4, 1, 0.75, -8,  10.  ,    0.62217E-01,   1.0485    , -0.42137    
4, 1, 0.75, -8,   9.  ,    0.53697E-01,  0.97333    , -0.39186    
4, 1, 0.75, -8,   8.  ,    0.45934E-01,  0.89742    , -0.36362    
4, 1, 0.75, -8,   7.  ,    0.38942E-01,  0.82088    , -0.33668    
4, 1, 0.75, -8,   6.  ,    0.32738E-01,  0.74377    , -0.31107    
4, 1, 0.75, -8,   5.5 ,    0.29935E-01,  0.70502    , -0.29877    
4, 1, 0.75, -8,   5.  ,    0.27333E-01,  0.66616    , -0.28682    
4, 1, 0.75, -8,   4.5 ,    0.24934E-01,  0.62719    , -0.27521    
4, 1, 0.75, -8,   4.  ,    0.22739E-01,  0.58813    , -0.26396    
4, 1, 0.75, -8,   3.5 ,    0.20749E-01,  0.54898    , -0.25306    
4, 1, 0.75, -8,   3.  ,    0.18964E-01,  0.50975    , -0.24251    
4, 1, 0.75, -8,   2.5 ,    0.17386E-01,  0.47046    , -0.23232    
4, 1, 0.75, -8,   2.0 ,    0.16016E-01,  0.43110    , -0.22249    
4, 1, 0.75, -8,   1.5 ,    0.14853E-01,  0.39170    , -0.21303    
4, 1, 0.75, -8,   1.  ,    0.13898E-01,  0.35226    , -0.20393    
4, 1, 0.75, -8,   0.5 ,    0.13151E-01,  0.31279    , -0.19519    
4, 1, 0.75, -8,   0.0 ,    0.12614E-01,  0.27331    , -0.18683    
4, 1, 0.75, -8,  -0.5 ,    0.12285E-01,  0.23381    , -0.17884    
4, 1, 0.75, -8,   -1. ,    0.12164E-01,  0.19431    , -0.17122    
4, 1, 0.75, -8,  -2.0 ,    0.12547E-01,  0.11535    , -0.15710    
4, 1, 0.75, -8,  -4.0 ,    0.15795E-01, -0.42130E-01, -0.13339    
4, 1, 0.75, -6,  12.  ,    0.76087E-01,   1.1549    , -0.39152    
4, 1, 0.75, -6,  10.  ,    0.57407E-01,   1.0055    , -0.32706    
4, 1, 0.75, -6,   9.  ,    0.49191E-01,  0.92955    , -0.29679    
4, 1, 0.75, -6,   8.  ,    0.41749E-01,  0.85296    , -0.26787    
4, 1, 0.75, -6,   7.  ,    0.35096E-01,  0.77576    , -0.24034    
4, 1, 0.75, -6,   6.  ,    0.29245E-01,  0.69802    , -0.21423    
4, 1, 0.75, -6,   5.5 ,    0.26625E-01,  0.65898    , -0.20172    
4, 1, 0.75, -6,   5.  ,    0.24210E-01,  0.61982    , -0.18958    
4, 1, 0.75, -6,   4.5 ,    0.22001E-01,  0.58057    , -0.17780    
4, 1, 0.75, -6,   4.  ,    0.19999E-01,  0.54124    , -0.16640    
4, 1, 0.75, -6,   3.5 ,    0.18205E-01,  0.50182    , -0.15537    
4, 1, 0.75, -6,   3.  ,    0.16621E-01,  0.46234    , -0.14472    
4, 1, 0.75, -6,   2.5 ,    0.15246E-01,  0.42280    , -0.13446    
4, 1, 0.75, -6,   2.0 ,    0.14081E-01,  0.38321    , -0.12458    
4, 1, 0.75, -6,   1.5 ,    0.13126E-01,  0.34358    , -0.11508    
4, 1, 0.75, -6,   1.  ,    0.12383E-01,  0.30392    , -0.10597    
4, 1, 0.75, -6,   0.5 ,    0.11850E-01,  0.26425    , -0.97254E-01
4, 1, 0.75, -6,   0.0 ,    0.11528E-01,  0.22456    , -0.88929E-01
4, 1, 0.75, -6,  -0.5 ,    0.11418E-01,  0.18488    , -0.80997E-01
4, 1, 0.75, -6,   -1. ,    0.11518E-01,  0.14520    , -0.73461E-01
4, 1, 0.75, -6,  -2.0 ,    0.12347E-01,  0.65918E-01, -0.59580E-01
4, 1, 0.75, -6,  -4.0 ,    0.16506E-01, -0.92092E-01, -0.36613E-01
4, 1, 0.75, -4,  12.  ,    0.71016E-01,   1.1129    , -0.29749    
4, 1, 0.75, -4,  10.  ,    0.52892E-01,  0.96177    , -0.23081    
4, 1, 0.75, -4,   9.  ,    0.44984E-01,  0.88507    , -0.19956    
4, 1, 0.75, -4,   8.  ,    0.37870E-01,  0.80771    , -0.16978    
4, 1, 0.75, -4,   7.  ,    0.31563E-01,  0.72979    , -0.14148    
4, 1, 0.75, -4,   6.  ,    0.26076E-01,  0.65136    , -0.11470    
4, 1, 0.75, -4,   5.5 ,    0.23644E-01,  0.61198    , -0.10190    
4, 1, 0.75, -4,   5.  ,    0.21420E-01,  0.57251    , -0.89486E-01
4, 1, 0.75, -4,   4.5 ,    0.19407E-01,  0.53295    , -0.77470E-01
4, 1, 0.75, -4,   4.  ,    0.17604E-01,  0.49331    , -0.65853E-01
4, 1, 0.75, -4,   3.5 ,    0.16014E-01,  0.45360    , -0.54638E-01
4, 1, 0.75, -4,   3.  ,    0.14635E-01,  0.41384    , -0.43829E-01
4, 1, 0.75, -4,   2.5 ,    0.13469E-01,  0.37403    , -0.33429E-01
4, 1, 0.75, -4,   2.0 ,    0.12517E-01,  0.33418    , -0.23439E-01
4, 1, 0.75, -4,   1.5 ,    0.11777E-01,  0.29430    , -0.13862E-01
4, 1, 0.75, -4,   1.  ,    0.11252E-01,  0.25441    , -0.47002E-02
4, 1, 0.75, -4,   0.5 ,    0.10939E-01,  0.21450    ,  0.40438E-02
4, 1, 0.75, -4,   0.0 ,    0.10841E-01,  0.17460    ,  0.12368E-01
4, 1, 0.75, -4,  -0.5 ,    0.10955E-01,  0.13471    ,  0.20272E-01
4, 1, 0.75, -4,   -1. ,    0.11281E-01,  0.94841E-01,  0.27753E-01
4, 1, 0.75, -4,  -2.0 ,    0.12570E-01,  0.15208E-01,  0.41443E-01
4, 1, 0.75, -4,  -4.0 ,    0.17663E-01, -0.14337    ,  0.63705E-01
4, 1, 0.75, -2,  12.  ,    0.66157E-01,   1.0697    , -0.19996    
4, 1, 0.75, -2,  10.  ,    0.48629E-01,  0.91682    , -0.13095    
4, 1, 0.75, -2,   9.  ,    0.41050E-01,  0.83930    , -0.98696E-01
4, 1, 0.75, -2,   8.  ,    0.34282E-01,  0.76118    , -0.68004E-01
4, 1, 0.75, -2,   7.  ,    0.28339E-01,  0.68251    , -0.38913E-01
4, 1, 0.75, -2,   6.  ,    0.23234E-01,  0.60338    , -0.11456E-01
4, 1, 0.75, -2,   5.5 ,    0.20998E-01,  0.56367    ,  0.16484E-02
4, 1, 0.75, -2,   5.  ,    0.18974E-01,  0.52387    ,  0.14332E-01
4, 1, 0.75, -2,   4.5 ,    0.17164E-01,  0.48400    ,  0.26591E-01
4, 1, 0.75, -2,   4.  ,    0.15569E-01,  0.44406    ,  0.38423E-01
4, 1, 0.75, -2,   3.5 ,    0.14188E-01,  0.40406    ,  0.49823E-01
4, 1, 0.75, -2,   3.  ,    0.13023E-01,  0.36401    ,  0.60789E-01
4, 1, 0.75, -2,   2.5 ,    0.12074E-01,  0.32393    ,  0.71319E-01
4, 1, 0.75, -2,   2.0 ,    0.11340E-01,  0.28382    ,  0.81408E-01
4, 1, 0.75, -2,   1.5 ,    0.10822E-01,  0.24370    ,  0.91056E-01
